case_id,crime_description,crime_category,location_type,victim_count,accused_count,weapon_used,intent,property_value,injury_level,keywords,predicted_bns_sections,applicable_bnss_procedures,applicable_bsa_evidence,punishment_range,case_outcome,case_duration_months,confidence_label
CP-CASE-103577,Victim was abducted from a bus stop by masked men. The family received threats demanding property papers.,Kidnapping & Abduction,Commercial,2,1,Country-made Gun,Accidental / Negligence,956373,None,"ransom call, forced custody, held hostage, abducted from school, extortion demand",Section 140 (Kidnapping),Section 184 (Medical Examination of Kidnapped Person),Section 114 (Presumption as to Absence of Consent),7 to 10 Years Imprisonment & Fine,Dismissed for Lack of Evidence,41,Medium
CP-CASE-103578,A thief broke into a commercial shop at night by drilling a hole in the rear wall and stole cash amount of INR 1612358.,Theft & Burglary,Rural Area,1,1,None,Spontaneous Argument,1612358,None,"jewelry, missing cash, broken lock",Section 303 (Theft),Section 173 (Information in Cognizable Cases),Section 60 (Primary Evidence),1 to 7 Years Imprisonment & Fine,Acquittal,27,High
CP-CASE-103579,Victim was poisoned by a family member to inherit ancestral property. Autopsy confirmed presence of chemical toxins.,Murder & Homicide,Commercial,2,3,Country-made Gun,Accidental / Negligence,0,Fatal (Death),"homicide, murder, poisoning",Section 103 (Culpable Homicide Not Amounting to Murder),Section 194 (Inquest Reports on Accidental or Unnatural Deaths),Section 26 (Admission by Party to Proceeding),Life Imprisonment or Death Penalty & Fine,Settled / Compromised,39,Low
CP-CASE-103580,A 10-year-old child was abducted outside their school by two individuals in a black SUV. A ransom call was received later.,Kidnapping & Abduction,Residential,1,1,Country-made Gun,Spontaneous Argument,1543869,None,"forced custody, ransom call, extortion demand, missing child, unidentified vehicle",Section 140 (Kidnapping),Section 184 (Medical Examination of Kidnapped Person),Section 45 (Expert Opinion on Handwriting),7 to 10 Years Imprisonment & Fine,Referred to Mediation,27,Low
CP-CASE-103581,"A physical altercation broke out between neighbors over a parking space, resulting in the accused hitting the victim with an iron rod causing grievous hurt.",Assault & Hurt,Residential,1,4,Firearm / Pistol,Jealousy / Crime of Passion,0,None,"hospitalized, physical attack, beating, bleeding",Section 117 (Voluntarily Causing Grievous Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 45 (Opinions of Experts),Fine up to INR 10000 or up to 7 Years Imprisonment,Dismissed for Lack of Evidence,26,Medium
CP-CASE-103582,Victim was abducted from a bus stop by masked men. The family received threats demanding property papers.,Kidnapping & Abduction,Residential,2,3,None,Jealousy / Crime of Passion,1104022,None,"unidentified vehicle, abducted from school, kidnap, ransom call",Section 142 (Kidnapping or Abducting in order to Murder),Section 173 (Zero FIR registration),Section 45 (Expert Opinion on Handwriting),7 to 10 Years Imprisonment & Fine,Referred to Mediation,35,Medium
CP-CASE-103583,Accused was caught red-handed stealing a mobile phone and wallet from a passenger at the crowded railway station.,Theft & Burglary,Digital / Online,3,1,None,Jealousy / Crime of Passion,1825284,None,"steal, thief, house break, locker forced",Section 303 (Theft),Section 173 (Information in Cognizable Cases),Section 57 (Admissibility of Electronic Records),1 to 7 Years Imprisonment & Fine,Dismissed for Lack of Evidence,30,Low
CP-CASE-103584,"A physical altercation broke out between neighbors over a parking space, resulting in the accused hitting the victim with an iron rod causing grievous hurt.",Assault & Hurt,Residential,1,3,Firearm / Pistol,Spontaneous Argument,0,Severe (Fracture/Deep Cuts),"stab wound, hospitalized, beating, bruises",Section 117 (Voluntarily Causing Grievous Hurt),Section 202 (Postponement of Issue of Process),Section 45 (Opinions of Experts),Fine up to INR 10000 or up to 7 Years Imprisonment,Acquittal,7,High
CP-CASE-103585,"Accused voluntarily caused bodily harm to a passerby after a heated argument, using a wooden stick.",Assault & Hurt,Rural Area,3,4,Firearm / Pistol,Personal Vendetta,0,Fatal (Death),"iron rod, stab wound, hospitalized, fight, beating",Section 117 (Voluntarily Causing Grievous Hurt),Section 202 (Postponement of Issue of Process),Section 32 (Relevancy of Statement of Dead Person),Fine up to INR 10000 or up to 7 Years Imprisonment,Conviction,8,Medium
CP-CASE-103586,"The victim received a phishing call pretending to be a bank official, leading to an unauthorized debit of INR 730057 from their bank account.",Cyber Crime & Fraud,Public Space,1,3,None,Jealousy / Crime of Passion,730057,None,"fake website, unauthorized transaction, email hacking",Section 336 (Forgery),Section 173 (Electronic FIR filing),Section 63 (Admissibility of Electronic Signatures),2 to 5 Years Imprisonment & Fine,Referred to Mediation,18,High
CP-CASE-103587,A dead body with multiple stab wounds was discovered in an abandoned building. Police suspect a pre-planned murder.,Murder & Homicide,Commercial,1,4,Country-made Gun,Jealousy / Crime of Passion,0,Fatal (Death),"fatal attack, gunshot, homicide",Section 101 (Murder),Section 196 (Power to Summon Persons),Section 32 (Dying Declaration),Life Imprisonment or Death Penalty & Fine,Dismissed for Lack of Evidence,18,Medium
CP-CASE-103588,"The complainant stated that when they returned home from vacation, they found the front lock broken and jewelry worth INR 1798876 stolen.",Theft & Burglary,Rural Area,1,2,None,Jealousy / Crime of Passion,1798876,None,"broken lock, missing cash, locker forced, thief",Section 303 (Theft),Section 184 (Medical Examination of Victim),Section 60 (Primary Evidence),1 to 7 Years Imprisonment & Fine,Settled / Compromised,35,Medium
CP-CASE-103589,"Locked apartment was broken into during the daytime. Valuables including a laptop, silver utensils, and INR 763977 cash were stolen.",Theft & Burglary,Commercial,1,2,None,Spontaneous Argument,763977,None,"gold chain, missing cash, jewelry, broken lock",Section 331 (Lurking House-trespass),Section 173 (Information in Cognizable Cases),Section 57 (Admissibility of Electronic Records),1 to 7 Years Imprisonment & Fine,Dismissed for Lack of Evidence,6,Low
CP-CASE-103590,A 10-year-old child was abducted outside their school by two individuals in a black SUV. A ransom call was received later.,Kidnapping & Abduction,Commercial,1,3,Firearm / Pistol,Jealousy / Crime of Passion,547004,None,"abduction, abducted from school, missing child, unidentified vehicle",Section 140 (Kidnapping),Section 184 (Medical Examination of Kidnapped Person),Section 114 (Presumption as to Absence of Consent),7 to 10 Years Imprisonment & Fine,Conviction,43,Medium
CP-CASE-103591,A dead body with multiple stab wounds was discovered in an abandoned building. Police suspect a pre-planned murder.,Murder & Homicide,Digital / Online,2,4,Iron Rod,Financial Gain,0,Fatal (Death),"homicide, motive, gunshot",Section 101 (Murder),Section 196 (Power to Summon Persons),Section 32 (Dying Declaration),Life Imprisonment or Death Penalty & Fine,Referred to Mediation,6,Medium
CP-CASE-103592,"The complainant stated that when they returned home from vacation, they found the front lock broken and jewelry worth INR 1807977 stolen.",Theft & Burglary,Commercial,3,2,None,Jealousy / Crime of Passion,1807977,None,"broken lock, jewelry, night burglary, robbery",Section 303 (Theft),Section 173 (Information in Cognizable Cases),Section 57 (Admissibility of Electronic Records),1 to 7 Years Imprisonment & Fine,Referred to Mediation,45,High
CP-CASE-103593,A thief broke into a commercial shop at night by drilling a hole in the rear wall and stole cash amount of INR 46392.,Theft & Burglary,Rural Area,2,3,None,Financial Gain,46392,None,"locker forced, broken lock, house break",Section 331 (Lurking House-trespass),Section 184 (Medical Examination of Victim),Section 57 (Admissibility of Electronic Records),1 to 7 Years Imprisonment & Fine,Conviction,37,Low
CP-CASE-103594,"A physical altercation broke out between neighbors over a parking space, resulting in the accused hitting the victim with an iron rod causing grievous hurt.",Assault & Hurt,Commercial,1,3,Iron Rod,Financial Gain,0,Severe (Fracture/Deep Cuts),"physical attack, scuffle, bleeding",Section 115 (Voluntarily Causing Hurt),Section 202 (Postponement of Issue of Process),Section 45 (Opinions of Experts),Fine up to INR 10000 or up to 7 Years Imprisonment,Conviction,28,Low
CP-CASE-103595,Victim was poisoned by a family member to inherit ancestral property. Autopsy confirmed presence of chemical toxins.,Murder & Homicide,Rural Area,2,1,Firearm / Pistol,Spontaneous Argument,0,Fatal (Death),"homicide, motive, dead body found, stabbed to death",Section 103 (Culpable Homicide Not Amounting to Murder),Section 196 (Power to Summon Persons),Section 26 (Admission by Party to Proceeding),Life Imprisonment or Death Penalty & Fine,Acquittal,16,High
CP-CASE-103596,"The accused shot the victim following a long-standing property dispute, leading to instantaneous death.",Murder & Homicide,Residential,1,3,Kitchen Knife,Accidental / Negligence,0,Fatal (Death),"strangulation, autopsy report, dead body found, motive",Section 103 (Culpable Homicide Not Amounting to Murder),Section 196 (Power to Summon Persons),Section 32 (Dying Declaration),Life Imprisonment or Death Penalty & Fine,Dismissed for Lack of Evidence,9,Medium
CP-CASE-103597,"Accused voluntarily caused bodily harm to a passerby after a heated argument, using a wooden stick.",Assault & Hurt,Commercial,1,1,Kitchen Knife,Jealousy / Crime of Passion,0,None,"broken arm, physical attack, beating",Section 115 (Voluntarily Causing Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 45 (Opinions of Experts),Fine up to INR 10000 or up to 7 Years Imprisonment,Dismissed for Lack of Evidence,9,Medium
CP-CASE-103598,"Locked apartment was broken into during the daytime. Valuables including a laptop, silver utensils, and INR 49182 cash were stolen.",Theft & Burglary,Residential,2,2,None,Financial Gain,49182,None,"night burglary, jewelry, missing cash, robbery",Section 331 (Lurking House-trespass),Section 173 (Information in Cognizable Cases),Section 57 (Admissibility of Electronic Records),1 to 7 Years Imprisonment & Fine,Dismissed for Lack of Evidence,9,High
CP-CASE-103599,"The victim received a phishing call pretending to be a bank official, leading to an unauthorized debit of INR 143111 from their bank account.",Cyber Crime & Fraud,Commercial,2,3,None,Personal Vendetta,143111,None,"ransomware, forged signature, credit card fraud",Section 318 (Cheating),Section 105 (Search and Seizure of Electronic Devices),Section 65 (Special Provisions as to Evidence Relating to Electronic Record),2 to 5 Years Imprisonment & Fine,Dismissed for Lack of Evidence,39,Medium
CP-CASE-103600,Victim was abducted from a bus stop by masked men. The family received threats demanding property papers.,Kidnapping & Abduction,Public Space,3,4,Iron Rod,Accidental / Negligence,1696482,None,"abducted from school, abduction, extortion demand, ransom call",Section 140 (Kidnapping),Section 184 (Medical Examination of Kidnapped Person),Section 114 (Presumption as to Absence of Consent),7 to 10 Years Imprisonment & Fine,Conviction,33,Medium
CP-CASE-103601,A dead body with multiple stab wounds was discovered in an abandoned building. Police suspect a pre-planned murder.,Murder & Homicide,Residential,2,3,Wooden Stick,Jealousy / Crime of Passion,0,Fatal (Death),"autopsy report, strangulation, homicide, poisoning",Section 103 (Culpable Homicide Not Amounting to Murder),Section 196 (Power to Summon Persons),Section 26 (Admission by Party to Proceeding),Life Imprisonment or Death Penalty & Fine,Acquittal,24,Low
CP-CASE-103602,"The victim received a phishing call pretending to be a bank official, leading to an unauthorized debit of INR 304227 from their bank account.",Cyber Crime & Fraud,Residential,2,1,None,Spontaneous Argument,304227,None,"fake profile, phishing, unauthorized transaction, email hacking, forged signature",Section 319 (Cheating by Personation),Section 105 (Search and Seizure of Electronic Devices),Section 63 (Admissibility of Electronic Signatures),2 to 5 Years Imprisonment & Fine,Conviction,43,Medium
CP-CASE-103603,"The victim was assaulted by a group of individuals near a local market, sustaining severe head injuries and a fractured arm.",Assault & Hurt,Digital / Online,1,4,None,Jealousy / Crime of Passion,0,Minor (Scratches/Bruises),"physical attack, broken arm, bruises, bleeding, fight",Section 117 (Voluntarily Causing Grievous Hurt),Section 202 (Postponement of Issue of Process),Section 32 (Relevancy of Statement of Dead Person),Fine up to INR 10000 or up to 7 Years Imprisonment,Acquittal,14,Medium
CP-CASE-103604,Accused was caught red-handed stealing a mobile phone and wallet from a passenger at the crowded railway station.,Theft & Burglary,Digital / Online,1,3,None,Property Dispute,884241,None,"locker forced, house break, broken lock, missing cash, steal",Section 305 (Theft in Dwelling),Section 173 (Information in Cognizable Cases),Section 60 (Primary Evidence),1 to 7 Years Imprisonment & Fine,Dismissed for Lack of Evidence,29,Medium
