case_id,court,judge,facts,issues,evidence_summary,decision,sentence,bns_sections,bnss_procedures,bsa_provisions,judgment_summary
CP-CASE-101505,Chief Judicial Magistrate Court,Justice Anand Verma,"On examination of witnesses and documents, it is observed that the victim was assaulted by a group of individuals near a local market, sustaining severe head injuries and a fractured arm.",Whether the accused is guilty under Section 115 (Voluntarily Causing Hurt) and whether procedures in Section 176 (Inquiry by Police in Custodial Deaths/Violence) were fully complied with.,The prosecution submitted Section 32 (Relevancy of Statement of Dead Person). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 115 (Voluntarily Causing Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 32 (Relevancy of Statement of Dead Person),"In Chief Judicial Magistrate Court, Justice Anand Verma passed a judgment regarding the Assault & Hurt case. Verdict: Acquittal. Duration: 22 months."
CP-CASE-101506,Chief Judicial Magistrate Court,Justice Anand Verma,"On examination of witnesses and documents, it is observed that complainant purchased goods from an online portal which turned out to be a fraudulent setup. loss of inr 927025 reported.",Whether the accused is guilty under Section 336 (Forgery) and whether procedures in Section 105 (Search and Seizure of Electronic Devices) were fully complied with.,The prosecution submitted Section 63 (Admissibility of Electronic Signatures). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 336 (Forgery),Section 105 (Search and Seizure of Electronic Devices),Section 63 (Admissibility of Electronic Signatures),"In Chief Judicial Magistrate Court, Justice Anand Verma passed a judgment regarding the Cyber Crime & Fraud case. Verdict: Referred to Mediation. Duration: 11 months."
CP-CASE-101507,Metropolitan Magistrate Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that complainant purchased goods from an online portal which turned out to be a fraudulent setup. loss of inr 522627 reported.",Whether the accused is guilty under Section 336 (Forgery) and whether procedures in Section 173 (Electronic FIR filing) were fully complied with.,The prosecution submitted Section 65 (Special Provisions as to Evidence Relating to Electronic Record). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 336 (Forgery),Section 173 (Electronic FIR filing),Section 65 (Special Provisions as to Evidence Relating to Electronic Record),"In Metropolitan Magistrate Court, Judge Shalini Joshi passed a judgment regarding the Cyber Crime & Fraud case. Verdict: Dismissed for Lack of Evidence. Duration: 7 months."
CP-CASE-101508,Metropolitan Magistrate Court,Judge Rajesh K. Mehta,"On examination of witnesses and documents, it is observed that locked apartment was broken into during the daytime. valuables including a laptop, silver utensils, and inr 1990617 cash were stolen.",Whether the accused is guilty under Section 305 (Theft in Dwelling) and whether procedures in Section 173 (Information in Cognizable Cases) were fully complied with.,The prosecution submitted Section 57 (Admissibility of Electronic Records). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 305 (Theft in Dwelling),Section 173 (Information in Cognizable Cases),Section 57 (Admissibility of Electronic Records),"In Metropolitan Magistrate Court, Judge Rajesh K. Mehta passed a judgment regarding the Theft & Burglary case. Verdict: Referred to Mediation. Duration: 9 months."
CP-CASE-101509,Chief Judicial Magistrate Court,Judge Rajesh K. Mehta,"On examination of witnesses and documents, it is observed that a businessman was kidnapped from his farmhouse by armed assailants demanding inr 327358 for his release.",Whether the accused is guilty under Section 142 (Kidnapping or Abducting in order to Murder) and whether procedures in Section 184 (Medical Examination of Kidnapped Person) were fully complied with.,The prosecution submitted Section 45 (Expert Opinion on Handwriting). Police officer notes confirm details.,The Court finds the accused guilty of Kidnapping & Abduction and is sentenced accordingly.,7 to 10 Years Imprisonment & Fine,Section 142 (Kidnapping or Abducting in order to Murder),Section 184 (Medical Examination of Kidnapped Person),Section 45 (Expert Opinion on Handwriting),"In Chief Judicial Magistrate Court, Judge Rajesh K. Mehta passed a judgment regarding the Kidnapping & Abduction case. Verdict: Conviction. Duration: 13 months."
CP-CASE-101510,District and Sessions Court,Judge Rajesh K. Mehta,"On examination of witnesses and documents, it is observed that victim was abducted from a bus stop by masked men. the family received threats demanding property papers.",Whether the accused is guilty under Section 140 (Kidnapping) and whether procedures in Section 184 (Medical Examination of Kidnapped Person) were fully complied with.,The prosecution submitted Section 45 (Expert Opinion on Handwriting). Police officer notes confirm details.,The Court finds the accused guilty of Kidnapping & Abduction and is sentenced accordingly.,7 to 10 Years Imprisonment & Fine,Section 140 (Kidnapping),Section 184 (Medical Examination of Kidnapped Person),Section 45 (Expert Opinion on Handwriting),"In District and Sessions Court, Judge Rajesh K. Mehta passed a judgment regarding the Kidnapping & Abduction case. Verdict: Conviction. Duration: 26 months."
CP-CASE-101511,Metropolitan Magistrate Court,Judge M. Durai,"On examination of witnesses and documents, it is observed that locked apartment was broken into during the daytime. valuables including a laptop, silver utensils, and inr 275584 cash were stolen.",Whether the accused is guilty under Section 303 (Theft) and whether procedures in Section 173 (Information in Cognizable Cases) were fully complied with.,The prosecution submitted Section 60 (Primary Evidence). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 303 (Theft),Section 173 (Information in Cognizable Cases),Section 60 (Primary Evidence),"In Metropolitan Magistrate Court, Judge M. Durai passed a judgment regarding the Theft & Burglary case. Verdict: Dismissed for Lack of Evidence. Duration: 38 months."
CP-CASE-101512,High Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that the complainant stated that when they returned home from vacation, they found the front lock broken and jewelry worth inr 499576 stolen.",Whether the accused is guilty under Section 303 (Theft) and whether procedures in Section 173 (Information in Cognizable Cases) were fully complied with.,The prosecution submitted Section 57 (Admissibility of Electronic Records). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 303 (Theft),Section 173 (Information in Cognizable Cases),Section 57 (Admissibility of Electronic Records),"In High Court, Judge Shalini Joshi passed a judgment regarding the Theft & Burglary case. Verdict: Referred to Mediation. Duration: 33 months."
CP-CASE-101513,District and Sessions Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that a thief broke into a commercial shop at night by drilling a hole in the rear wall and stole cash amount of inr 159370.",Whether the accused is guilty under Section 303 (Theft) and whether procedures in Section 184 (Medical Examination of Victim) were fully complied with.,The prosecution submitted Section 60 (Primary Evidence). Police officer notes confirm details.,The Court finds the accused guilty of Theft & Burglary and is sentenced accordingly.,1 to 7 Years Imprisonment & Fine,Section 303 (Theft),Section 184 (Medical Examination of Victim),Section 60 (Primary Evidence),"In District and Sessions Court, Judge Shalini Joshi passed a judgment regarding the Theft & Burglary case. Verdict: Conviction. Duration: 9 months."
CP-CASE-101514,Metropolitan Magistrate Court,Judge Shalini Joshi,"On examination of witnesses and documents, it is observed that a physical altercation broke out between neighbors over a parking space, resulting in the accused hitting the victim with an iron rod causing grievous hurt.",Whether the accused is guilty under Section 117 (Voluntarily Causing Grievous Hurt) and whether procedures in Section 176 (Inquiry by Police in Custodial Deaths/Violence) were fully complied with.,The prosecution submitted Section 45 (Opinions of Experts). Police officer notes confirm details.,The accused is acquitted due to lack of standard corroborative evidence.,None / Acquitted,Section 117 (Voluntarily Causing Grievous Hurt),Section 176 (Inquiry by Police in Custodial Deaths/Violence),Section 45 (Opinions of Experts),"In Metropolitan Magistrate Court, Judge Shalini Joshi passed a judgment regarding the Assault & Hurt case. Verdict: Dismissed for Lack of Evidence. Duration: 20 months."
